month,meantemp,humidity,wind_speed,meanpressure
1.0,12.074769585253456,73.02880184331798,4.833913210445469,1017.8477342549924
2.0,16.867559523809526,71.93856292517007,7.474090136054422,1015.9460034013606
3.0,22.8142089093702,57.41724270353303,8.757269585253457,1011.7339093701997
4.0,28.895119047619048,34.61210317460317,8.046384920634921,1006.2923412698412
5.0,33.776766513056835,28.938248847926268,8.943452380952383,999.9241935483872
6.0,32.480873015873016,58.75813492063492,9.59392857142857,997.4088492063493
7.0,30.663594470046082,74.87338709677418,7.358698156682028,997.3802995391706
8.0,29.54777265745008,76.7571044546851,7.384347158218127,1000.4399769585253
9.0,29.84059523809524,64.5527380952381,7.593424603174603,1003.9491666666667
10.0,26.129185867895544,70.25560675883257,2.8361098310291863,1009.8488479262672
11.0,18.81170634920635,66.24595238095237,4.252242063492064,1015.3531746031746
12.0,15.179339477726574,79.13440860215053,4.9860023041474655,1016.141129032258
13.0,13.431835637480798,84.5725806451613,5.5605798771121355,1018.9199308755761
14.0,15.746811224489795,73.33609693877551,6.402232142857143,1014.4464285714286
15.0,21.593317972350228,62.32373271889401,7.123963133640554,1013.2741935483871
16.0,28.058333333333334,40.657738095238095,8.868630952380952,1008.4309523809524
17.0,31.40552995391705,41.742511520737324,8.576555299539171,1003.6365207373271
18.0,34.770833333333336,42.675,10.11125,996.6958333333333
19.0,32.03416312761664,62.84636757928978,7.528589500316256,998.1912931839403
20.0,31.411968013011656,61.418262062889674,7.665359853618867,1000.5771804689617
21.0,29.7625,63.385714285714286,8.054940476190476,1004.3101190476191
22.0,26.496543778801843,59.09466205837174,3.9881912442396312,1011.5339861751153
23.0,20.104166666666668,55.333333333333336,3.1266666666666665,1014.0875
24.0,14.823732718894009,69.94815668202766,4.133755760368664,1016.3341013824885
25.0,12.70852534562212,78.18951612903226,5.261290322580645,1018.8897849462365
26.0,18.791454081632654,64.37691326530611,6.317984693877551,1014.9234693877551
27.0,21.547811059907836,68.0155529953917,7.701209677419355,1013.9504608294931
28.0,28.00297619047619,51.63214285714286,8.53,1007.4416666666667
29.0,33.35253456221198,33.32027649769585,9.065495391705069,1002.4942396313364
30.0,32.7375,49.322023809523806,8.769166666666667,999.3589285714286
31.0,30.409562211981566,69.37615207373271,8.580702764976959,998.8016513056835
32.0,30.330789170506915,70.71068548387096,5.477030529953917,1001.5682123655913
33.0,30.65,53.94869047619047,7.229047619047619,1005.3511904761905
34.0,26.86520737327189,59.313748079877115,4.930011520737327,1011.4516129032259
35.0,20.754166666666666,66.825,2.1175,1014.6291666666667
36.0,14.98963133640553,71.6463133640553,3.7953917050691244,1017.4706221198156
37.0,15.13936251920123,77.93289170506912,4.285176651305683,1017.0216205837173
38.0,19.02567619162447,62.38509522087109,5.950591501410467,1016.0557904738939
39.0,25.701075268817206,55.03732423490488,7.204903550750324,1227.1669901335222
40.0,32.550028998779,29.244163752913757,9.687357142857143,1005.7380046342547
41.0,34.72872571188879,38.958725505429136,9.506423128969004,1001.8478366964902
42.0,34.94683608058608,51.759739010989016,9.052079365079363,998.0504777167278
43.0,30.875806451612902,75.42983870967741,6.207018049155146,997.7881720430108
44.0,31.11657757064778,72.99334483090175,7.168392080651095,934.847044621167
45.0,31.479768258608075,61.01111117259439,7.50802885593656,1016.249790729357
46.0,28.961680216049082,56.218618659663534,7.291020635460327,1009.202899737528
47.0,22.9573784967519,54.051350472382325,5.993723087697862,992.0710659638692
48.0,17.67256457218626,68.84038415223549,6.1327050909155805,1016.2909932316479
49.0,15.532407814024472,77.90112259109056,6.939138746921433,987.6814488217233
50.0,18.349981148759344,64.37572841736376,7.566294449598021,1015.5742511717606
51.0,23.753760084002018,48.00969362179039,8.884385390595067,1010.4696412010928
52.0,30.753663003663004,30.408184523809524,9.128446275946276,1004.5648313492064
